totalDays,initialTokenA,initialTokenB,currentTokenA,currentTokenB,currentQuoteValue,earnedFeeQuoteValue,feeTokenA,feeTokenB,profitTokenA,profitTokenB,pnlQuoteAtoms
52.9960,0,100000000,93398309,6613906,99998470,``,13590,12319,93398309,-93386094,25438
